,company,level,title,totalyearlycompensation,yearsofexperience,yearsatcompany,tag,gender,cityid,dmaid,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College,Race_Asian,Race_White,Race_Two_Or_More,Race_Black,Race_Hispanic
40171,other,other,Software Engineer,140000,4.0,4.0,Full Stack,Female,10182,501.0,0,1,0,0,0,0,0,0,0,1
40173,other,L3,Software Engineer,169000,12.0,4.0,Distributed Systems (Back-End),Male,10965,635.0,1,0,0,0,0,1,0,0,0,0
40175,other,other,Product Manager,200000,10.0,4.0,Product,Male,7416,825.0,0,1,0,0,0,0,1,0,0,0
40176,other,other,Software Engineer,101000,1.0,1.0,Full Stack,Male,11434,556.0,0,1,0,0,0,0,1,0,0,0
40177,other,other,Software Engineer,40000,14.0,10.0,Distributed Systems (Back-End),Male,6457,0.0,0,1,0,0,0,1,0,0,0,0
40183,amazon,other,Software Engineer,175000,5.0,0.0,Full Stack,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
40186,facebook,other,Software Engineer,524000,17.0,0.0,Distributed Systems (Back-End),Male,11527,819.0,1,0,0,0,0,0,1,0,0,0
40189,other,other,Product Manager,175000,10.0,4.0,Product,Female,11470,819.0,0,1,0,0,0,0,1,0,0,0
40191,amazon,L4,Software Engineer,131000,2.0,2.0,DevOps,Male,11385,511.0,1,0,0,0,0,0,0,0,0,1
40192,other,other,Management Consultant,47000,2.0,2.0,other,Male,4872,0.0,0,1,0,0,0,0,1,0,0,0
40193,other,other,Software Engineer,60000,10.0,7.0,Data,Male,42498,0.0,0,1,0,0,0,1,0,0,0,0
40194,microsoft,other,Software Engineer,340000,15.0,15.0,Full Stack,Male,11521,819.0,0,1,0,0,0,1,0,0,0,0
40196,other,other,Software Engineering Manager,140000,14.0,3.0,Full Stack,Male,11226,635.0,1,0,0,0,0,1,0,0,0,0
40201,other,Senior Software Engineer,Software Engineer,233000,12.0,0.0,Distributed Systems (Back-End),Male,7322,807.0,0,1,0,0,0,1,0,0,0,0
40202,other,other,Software Engineering Manager,220000,9.0,2.0,other,Male,40303,511.0,1,0,0,0,0,0,1,0,0,0
40204,microsoft,other,Technical Program Manager,159000,4.0,2.0,other,Female,11470,819.0,0,1,0,0,0,1,0,0,0,0
40205,other,Senior Software Engineer,Software Engineer,280000,6.0,0.0,Distributed Systems (Back-End),Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
40206,apple,other,Software Engineer,402000,15.0,5.0,other,Male,7158,807.0,0,1,0,0,0,0,1,0,0,0
40209,other,L3,Software Engineer,70000,1.0,1.0,Web Development (Front-End),Male,7275,803.0,0,1,0,0,0,1,0,0,0,0
40210,google,L4,Software Engineer,288000,3.0,3.0,ML / AI,Male,6736,0.0,1,0,0,0,0,0,1,0,0,0
40212,other,other,Management Consultant,126000,9.0,2.0,other,Male,9952,501.0,1,0,0,0,0,1,0,0,0,0
40213,amazon,L5,Software Engineer,149000,7.0,0.0,Distributed Systems (Back-End),Male,1320,0.0,0,1,0,0,0,0,1,0,0,0
40214,other,other,Software Engineer,166000,3.0,3.0,API Development (Back-End),Male,10182,501.0,1,0,0,0,0,0,0,0,0,1
40215,other,other,Software Engineer,180000,3.0,1.0,Full Stack,Male,7422,807.0,1,0,0,0,0,1,0,0,0,0
40216,other,L6,Software Engineering Manager,154000,14.0,1.0,other,Male,41948,807.0,0,1,0,0,0,1,0,0,0,0
40217,other,other,Software Engineer,72000,3.0,1.0,Distributed Systems (Back-End),Male,8178,675.0,0,1,0,0,0,1,0,0,0,0
40223,other,other,Software Engineer,90000,1.0,1.0,Full Stack,Male,1250,0.0,0,1,0,0,0,0,0,1,0,0
40224,amazon,L4,Software Engineer,130000,1.0,1.0,Full Stack,Male,11527,819.0,0,1,0,0,0,1,0,0,0,0
40225,other,other,Software Engineer,74000,3.0,3.0,other,Male,9364,616.0,0,1,0,0,0,1,0,0,0,0
40228,oracle,other,Technical Program Manager,550000,16.0,2.0,other,Male,7392,807.0,1,0,0,0,0,1,0,0,0,0
40229,other,other,other,92000,6.0,5.0,other,Female,7419,807.0,0,1,0,0,0,0,1,0,0,0
40230,other,other,Business Analyst,82000,7.0,3.0,other,Male,3651,0.0,0,1,0,0,0,0,1,0,0,0
40231,other,other,Software Engineer,92000,1.0,1.0,other,Male,8816,506.0,0,1,0,0,0,0,1,0,0,0
40232,other,other,Software Engineering Manager,222000,14.0,4.0,other,Male,7548,751.0,0,1,0,0,0,0,1,0,0,0
40236,facebook,other,Product Manager,850000,15.0,1.0,other,Female,11527,819.0,1,0,0,0,0,1,0,0,0,0
40237,other,other,Data Scientist,323000,2.0,0.0,Data,Male,7419,807.0,0,0,1,0,0,0,0,1,0,0
40242,amazon,other,Product Manager,220000,7.0,4.0,Product,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
40246,other,other,Software Engineer,460000,18.0,5.0,Distributed Systems (Back-End),Male,7351,807.0,0,1,0,0,0,1,0,0,0,0
40249,salesforce,other,Software Engineer,58000,7.0,2.0,Full Stack,Male,47926,0.0,1,0,0,0,0,1,0,0,0,0
40250,other,L3,Software Engineer,109000,13.0,10.0,other,Male,11109,618.0,1,0,0,0,0,1,0,0,0,0
40254,other,other,Software Engineer,29000,3.0,1.0,Full Stack,Male,47926,0.0,0,1,0,0,0,1,0,0,0,0
40255,other,other,Software Engineer,78000,1.0,1.0,Distributed Systems (Back-End),Male,12008,0.0,0,1,0,0,0,0,0,0,1,0
40257,other,Senior Software Engineer,Software Engineer,64000,7.0,2.0,other,Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
40258,facebook,other,Software Engineer,716000,9.0,5.0,other,Male,7300,807.0,1,0,0,0,0,0,1,0,0,0
40261,other,L5,Product Manager,306000,15.0,1.0,Product,Female,8816,506.0,1,0,0,0,0,0,1,0,0,0
40264,other,other,Software Engineer,120000,7.0,3.0,API Development (Back-End),Female,10182,501.0,0,1,0,0,0,1,0,0,0,0
40265,other,L5,Software Engineer,200000,21.0,11.0,Distributed Systems (Back-End),Male,8816,506.0,0,1,0,0,0,0,1,0,0,0
40267,ibm,other,Software Engineer,120000,5.0,5.0,API Development (Back-End),Male,11115,623.0,0,1,0,0,0,0,1,0,0,0
40270,other,IC4,Software Engineer,239000,10.0,1.0,API Development (Back-End),Male,7438,803.0,0,1,0,0,0,0,0,0,0,1
40271,google,other,Solution Architect,288000,4.0,0.0,other,Male,7322,807.0,0,0,1,0,0,0,1,0,0,0
40272,other,L2,other,201000,15.0,1.0,Technical,Male,7434,807.0,0,1,0,0,0,0,0,1,0,0
40273,other,other,Business Analyst,291000,12.0,4.0,other,Female,7419,807.0,0,1,0,0,0,1,0,0,0,0
40274,other,other,Software Engineering Manager,267000,6.0,1.0,other,Female,10182,501.0,0,1,0,0,0,0,1,0,0,0
40275,other,other,Software Engineer,100000,0.0,0.0,ML / AI,Male,11582,669.0,0,1,0,0,0,1,0,0,0,0
40276,other,other,Software Engineer,200000,16.0,4.0,Full Stack,Male,7419,807.0,1,0,0,0,0,1,0,0,0,0
40277,google,L2,Software Engineer,13000,0.0,0.0,other,Male,42498,0.0,0,1,0,0,0,1,0,0,0,0
40279,other,Senior Software Engineer,Software Engineer,241000,3.0,3.0,Data,Male,7472,807.0,1,0,0,0,0,1,0,0,0,0
40281,other,L7,Solution Architect,205000,16.0,3.0,Full Stack,Male,11109,618.0,0,1,0,0,0,0,1,0,0,0
40282,microsoft,other,Software Engineer,320000,8.0,8.0,ML / AI,Male,7322,807.0,1,0,0,0,0,0,1,0,0,0
40283,other,other,Software Engineering Manager,727000,21.0,12.0,Full Stack,Male,7422,807.0,1,0,0,0,0,1,0,0,0,0
40284,cisco,other,Software Engineer,141000,1.0,0.0,other,Male,7422,807.0,1,0,0,0,0,1,0,0,0,0
40287,other,other,Hardware Engineer,145000,2.0,2.0,other,Male,7422,807.0,1,0,0,0,0,1,0,0,0,0
40289,other,other,Software Engineering Manager,260000,16.0,2.0,API Development (Back-End),Female,7548,751.0,1,0,0,0,0,0,1,0,0,0
40290,amazon,other,Business Analyst,222000,12.0,2.0,Product,Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
40292,other,L6,Software Engineer,191000,5.0,0.0,Data,Male,8399,527.0,0,1,0,0,0,1,0,0,0,0
40293,other,other,Software Engineer,203000,2.0,2.0,Web Development (Front-End),Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
40294,other,L1,Data Scientist,105000,1.0,0.0,Data,Male,10182,501.0,1,0,0,0,0,1,0,0,0,0
40295,google,L3,Software Engineer,206000,2.0,2.0,API Development (Back-End),Male,11497,819.0,0,1,0,0,0,1,0,0,0,0
40296,other,other,Product Designer,197000,16.0,6.0,other,Male,8816,506.0,1,0,0,0,0,0,1,0,0,0
40300,amazon,L4,Software Engineer,153000,1.0,0.0,Full Stack,Male,11527,819.0,1,0,0,0,0,0,1,0,0,0
40303,other,other,Software Engineer,165000,0.0,0.0,Full Stack,Female,10182,501.0,0,1,0,0,0,1,0,0,0,0
40304,other,other,Software Engineer,150000,1.0,0.0,Full Stack,Female,10182,501.0,0,1,0,0,0,0,1,0,0,0
40305,facebook,other,Product Manager,165000,1.0,1.0,Product,Male,7419,807.0,0,1,0,0,0,1,0,0,0,0
40306,other,L2,Software Engineer,293000,4.0,0.0,other,Male,7419,807.0,0,1,0,0,0,0,1,0,0,0
40307,other,other,Software Engineer,225000,6.0,2.0,Web Development (Front-End),Male,10182,501.0,0,1,0,0,0,0,0,0,0,1
40308,other,L4,Software Engineer,135000,2.0,2.0,Web Development (Front-End),Male,7275,803.0,0,1,0,0,0,1,0,0,0,0
40309,other,other,Software Engineer,175000,2.0,1.0,ML / AI,Male,7416,825.0,1,0,0,0,0,1,0,0,0,0
40310,other,other,Business Analyst,650000,20.0,3.0,other,Female,7422,807.0,0,1,0,0,0,0,1,0,0,0
40311,other,Senior Software Engineer,Software Engineer,204000,3.0,3.0,Full Stack,Female,7322,807.0,1,0,0,0,0,1,0,0,0,0
40312,intel,other,Software Engineer,140000,8.0,8.0,other,Male,10500,820.0,0,1,0,0,0,0,0,1,0,0
40315,google,L4,Software Engineer,267000,3.0,3.0,Distributed Systems (Back-End),Male,10182,501.0,0,0,1,0,0,0,0,1,0,0
40317,amazon,L5,Software Engineer,207000,7.0,4.0,API Development (Back-End),Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
40318,other,other,Software Engineer,165000,0.0,0.0,DevOps,Male,1317,560.0,1,0,0,0,0,1,0,0,0,0
40319,other,L3,Product Manager,221000,3.0,1.0,other,Female,10182,501.0,1,0,0,0,0,1,0,0,0,0
40320,google,other,Software Engineer,308000,3.0,3.0,Distributed Systems (Back-End),Male,7322,807.0,0,1,0,0,0,1,0,0,0,0
40321,microsoft,other,Data Scientist,173000,2.0,0.0,Data,Female,11521,819.0,1,0,0,0,0,1,0,0,0,0
40322,other,other,Software Engineer,133000,1.0,1.0,Full Stack,Male,7369,807.0,0,1,0,0,0,1,0,0,0,0
40323,other,L5,Software Engineer,154000,2.0,2.0,API Development (Back-End),Female,41948,807.0,1,0,0,0,0,1,0,0,0,0
40324,microsoft,other,Software Engineer,195000,7.0,3.0,Distributed Systems (Back-End),Female,11521,819.0,0,1,0,0,0,1,0,0,0,0
40326,microsoft,other,Software Engineer,195000,6.0,4.0,Full Stack,Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
40330,other,L5,Technical Program Manager,282000,24.0,2.0,Data,Male,10965,635.0,1,0,0,0,0,1,0,0,0,0
40331,other,other,Business Analyst,74000,0.0,0.0,Product,Male,40303,511.0,1,0,0,0,0,0,0,0,1,0
40332,google,L4,other,200000,9.0,3.0,other,Male,7419,807.0,1,0,0,0,0,0,1,0,0,0
40333,other,other,Business Analyst,152000,10.0,10.0,other,Female,7419,807.0,0,1,0,0,0,0,1,0,0,0
40336,other,L4,Solution Architect,218000,20.0,6.0,Full Stack,Male,40303,511.0,0,1,0,0,0,0,1,0,0,0
40341,apple,other,Hardware Engineer,438000,13.0,4.0,other,Male,7434,807.0,0,1,0,0,0,0,1,0,0,0
40345,microsoft,other,Product Designer,215000,3.0,3.0,User Experience (UX),Male,11527,819.0,0,1,0,0,0,1,0,0,0,0
40350,other,other,Hardware Engineer,147000,5.0,5.0,other,Male,9868,506.0,1,0,0,0,0,1,0,0,0,0
40351,other,other,Business Analyst,134000,4.0,2.0,other,Female,6730,0.0,0,1,0,0,0,0,0,0,0,1
40352,other,other,Software Engineer,69000,3.0,3.0,Full Stack,Male,17912,0.0,0,1,0,0,0,1,0,0,0,0
40353,other,L3,Software Engineer,28000,6.0,3.0,Full Stack,Male,4846,0.0,0,0,0,1,0,0,1,0,0,0
40354,apple,other,Hardware Engineer,320000,9.0,4.0,other,Male,7776,534.0,1,0,0,0,0,0,1,0,0,0
40355,other,other,Data Scientist,95000,6.0,1.0,Data,Male,7042,753.0,0,1,0,0,0,0,1,0,0,0
40356,google,L4,Software Engineer,282000,6.0,0.0,other,Male,8821,506.0,0,1,0,0,0,0,0,0,0,1
40357,amazon,L6,Software Engineer,400000,8.0,4.0,ML / AI,Female,8821,506.0,0,0,1,0,0,0,1,0,0,0
40360,other,other,Software Engineer,177000,4.0,4.0,Full Stack,Female,10182,501.0,0,1,0,0,0,1,0,0,0,0
40361,other,L2,Software Engineer,295000,10.0,3.0,Data,Male,7419,807.0,1,0,0,0,0,0,1,0,0,0
40362,other,other,Software Engineer,110000,0.0,0.0,Full Stack,Female,10182,501.0,0,0,0,0,1,0,1,0,0,0
40363,other,other,other,69000,5.0,2.0,Technical,Female,7813,539.0,0,1,0,0,0,0,1,0,0,0
40366,other,L5,Software Engineer,51000,3.0,1.0,Distributed Systems (Back-End),Male,4062,0.0,0,1,0,0,0,1,0,0,0,0
40368,other,L4,Product Manager,113000,5.0,3.0,Product,Male,6401,0.0,1,0,0,0,0,0,1,0,0,0
40372,ibm,other,Software Engineer,159000,29.0,22.0,Full Stack,Male,1242,528.0,1,0,0,0,0,0,0,0,0,1
40376,google,L4,Software Engineer,243000,8.0,1.0,Full Stack,Male,7229,803.0,1,0,0,0,0,0,1,0,0,0
40377,other,L2,Software Engineer,170000,6.0,0.0,other,Male,7215,803.0,0,1,0,0,0,0,1,0,0,0
40379,other,other,Software Engineer,209000,24.0,14.0,other,Male,7419,807.0,0,1,0,0,0,0,1,0,0,0
40380,other,other,Product Manager,110000,5.0,4.0,Product,Female,38024,770.0,1,0,0,0,0,0,0,1,0,0
40381,microsoft,other,Software Engineer,190000,5.0,3.0,Distributed Systems (Back-End),Male,11527,819.0,0,1,0,0,0,1,0,0,0,0
40382,other,other,Product Manager,120000,6.0,4.0,Product,Female,11039,623.0,1,0,0,0,0,1,0,0,0,0
40383,amazon,L5,Software Engineer,284000,2.0,0.0,Distributed Systems (Back-End),Male,7419,807.0,0,1,0,0,0,1,0,0,0,0
40384,other,other,Software Engineer,75000,0.0,0.0,Distributed Systems (Back-End),Male,11582,669.0,0,1,0,0,0,0,1,0,0,0
40385,other,other,Software Engineer,175000,8.0,5.0,API Development (Back-End),Female,10182,501.0,1,0,0,0,0,1,0,0,0,0
40387,other,other,Software Engineer,440000,18.0,5.0,Distributed Systems (Back-End),Male,7434,807.0,0,1,0,0,0,1,0,0,0,0
40390,salesforce,other,Software Engineer,232000,8.0,7.0,API Development (Back-End),Male,7419,807.0,1,0,0,0,0,1,0,0,0,0
40391,microsoft,other,Software Engineer,157000,2.0,0.0,API Development (Back-End),Female,11521,819.0,0,1,0,0,0,1,0,0,0,0
40393,intel,other,Software Engineer,143000,11.0,9.0,DevOps,Male,10500,820.0,0,1,0,0,0,0,1,0,0,0
40394,other,other,Product Manager,110000,2.0,2.0,Product,Female,11470,819.0,0,1,0,0,0,1,0,0,0,0
40397,other,other,Software Engineer,339000,1.0,0.0,other,Male,7427,807.0,0,1,0,0,0,0,1,0,0,0
40398,other,L5,Software Engineer,85000,11.0,6.0,Distributed Systems (Back-End),Male,1384,0.0,1,0,0,0,0,0,1,0,0,0
40399,other,other,Product Manager,362000,9.0,1.0,Product,Male,7042,753.0,1,0,0,0,0,1,0,0,0,0
40400,other,other,Management Consultant,193000,10.0,10.0,Technical,Male,11109,618.0,0,1,0,0,0,1,0,0,0,0
40401,other,other,Software Engineer,161000,9.0,1.0,Full Stack,Male,11521,819.0,0,1,0,0,0,0,1,0,0,0
40404,other,other,Business Analyst,97000,1.0,1.0,other,Male,11039,623.0,1,0,0,0,0,0,0,0,1,0
40405,other,other,other,307000,20.0,6.0,other,Female,7422,807.0,1,0,0,0,0,0,1,0,0,0
40406,other,other,Software Engineer,86000,0.0,0.0,Full Stack,Male,8198,602.0,0,1,0,0,0,1,0,0,0,0
40407,other,Senior Software Engineer,Software Engineer,230000,9.0,2.0,other,Male,7472,807.0,0,1,0,0,0,1,0,0,0,0
40408,other,Senior Software Engineer,Software Engineer,174000,5.0,5.0,Web Development (Front-End),Male,7416,825.0,0,1,0,0,0,1,0,0,0,0
40409,facebook,IC4,Software Engineer,250000,4.0,4.0,other,Male,7419,807.0,0,1,0,0,0,0,1,0,0,0
40410,google,L3,Software Engineer,216000,1.0,1.0,other,Female,7322,807.0,1,0,0,0,0,1,0,0,0,0
40412,other,other,other,122000,2.0,2.0,other,Male,7434,807.0,0,1,0,0,0,1,0,0,0,0
40413,other,L2,Software Engineer,155000,5.0,0.0,API Development (Back-End),Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
40414,google,L3,Software Engineer,195000,0.0,0.0,other,Male,10182,501.0,0,1,0,0,0,0,0,0,0,1
40415,other,other,Software Engineer,128000,5.0,1.0,API Development (Back-End),Male,10965,635.0,0,1,0,0,0,0,1,0,0,0
40416,salesforce,other,Product Manager,293000,3.0,1.0,Product,Female,7419,807.0,1,0,0,0,0,1,0,0,0,0
40417,other,other,Business Analyst,180000,15.0,2.0,other,Male,7275,803.0,1,0,0,0,0,0,1,0,0,0
40418,amazon,L7,Technical Program Manager,250000,20.0,0.0,other,Male,11385,511.0,1,0,0,0,0,0,1,0,0,0
40421,google,L5,Technical Program Manager,344000,15.0,1.0,ML / AI,Male,7322,807.0,0,0,1,0,0,1,0,0,0,0
40423,intel,other,Software Engineer,247000,39.0,20.0,DevOps,Male,10500,820.0,1,0,0,0,0,0,1,0,0,0
40424,other,other,Hardware Engineer,400000,10.0,2.0,other,Male,7419,807.0,1,0,0,0,0,1,0,0,0,0
40426,other,other,Software Engineer,109000,2.0,1.0,API Development (Back-End),Male,8893,506.0,1,0,0,0,0,1,0,0,0,0
40427,other,other,Product Manager,200000,5.0,3.0,Product,Male,7335,807.0,0,1,0,0,0,0,0,1,0,0
40429,other,other,Software Engineer,185000,3.0,1.0,Full Stack,Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
40432,other,L2,Software Engineer,180000,1.0,1.0,DevOps,Female,7422,807.0,1,0,0,0,0,0,1,0,0,0
40433,amazon,L5,Software Engineer,265000,3.0,0.0,API Development (Back-End),Male,7472,807.0,1,0,0,0,0,1,0,0,0,0
40434,other,L2,Software Engineer,91000,2.0,2.0,Full Stack,Male,8820,506.0,0,1,0,0,0,0,1,0,0,0
40438,facebook,L3,Software Engineer,202000,1.0,1.0,other,Male,7300,807.0,1,0,0,0,0,1,0,0,0,0
40439,facebook,other,Product Designer,155000,0.0,0.0,User Experience (UX),Female,7300,807.0,0,1,0,0,0,1,0,0,0,0
40440,other,other,Management Consultant,150000,9.0,9.0,Technical,Male,10182,501.0,1,0,0,0,0,0,1,0,0,0
40441,other,other,Software Engineer,147000,12.0,0.0,Full Stack,Male,11039,623.0,1,0,0,0,0,1,0,0,0,0
40442,other,L4,Business Analyst,130000,7.0,3.0,other,Female,40303,511.0,1,0,0,0,0,0,0,0,1,0
40443,other,L7,Software Engineering Manager,343000,16.0,6.0,DevOps,Male,11385,511.0,1,0,0,0,0,0,1,0,0,0
40447,intel,other,Hardware Engineer,150000,10.0,8.0,other,Male,28636,506.0,1,0,0,0,0,1,0,0,0,0
40449,other,L7,Product Manager,450000,15.0,5.0,Product,Male,11497,819.0,1,0,0,0,0,0,1,0,0,0
40450,other,L5,Data Scientist,300000,5.0,3.0,Data,Male,7419,807.0,0,0,1,0,0,0,1,0,0,0
40452,other,other,Software Engineering Manager,142000,18.0,10.0,Distributed Systems (Back-End),Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
40454,other,other,Software Engineer,230000,3.0,1.0,other,Male,7472,807.0,0,1,0,0,0,0,1,0,0,0
40455,microsoft,other,Software Engineer,225000,9.0,2.0,other,Male,11527,819.0,1,0,0,0,0,0,1,0,0,0
40457,other,other,Software Engineer,49000,10.0,7.0,Full Stack,Male,42498,0.0,0,1,0,0,0,1,0,0,0,0
40461,apple,other,Software Engineering Manager,856000,16.0,4.0,other,Male,7158,807.0,0,1,0,0,0,0,1,0,0,0
40462,other,other,Software Engineer,169000,5.0,4.0,Distributed Systems (Back-End),Male,7422,807.0,1,0,0,0,0,1,0,0,0,0
40463,other,other,Software Engineer,175000,10.0,7.0,Distributed Systems (Back-End),Female,7472,807.0,1,0,0,0,0,1,0,0,0,0
40465,other,other,Software Engineer,500000,15.0,4.0,Distributed Systems (Back-End),Male,7422,807.0,0,1,0,0,0,0,1,0,0,0
40468,google,L3,Software Engineer,110000,0.0,0.0,other,Male,4015,0.0,0,1,0,0,0,1,0,0,0,0
40469,other,IC4,Software Engineer,224000,7.0,4.0,Distributed Systems (Back-End),Male,7472,807.0,1,0,0,0,0,1,0,0,0,0
40470,microsoft,other,Software Engineer,185000,2.0,0.0,API Development (Back-End),Male,6736,0.0,1,0,0,0,0,0,1,0,0,0
40471,other,other,Software Engineer,95000,10.0,10.0,other,Male,12905,501.0,1,0,0,0,0,0,1,0,0,0
40472,other,L3,Data Scientist,294000,1.0,1.0,other,Male,7422,807.0,1,0,0,0,0,1,0,0,0,0
40474,other,other,Software Engineering Manager,350000,20.0,11.0,other,Male,9920,501.0,0,0,0,1,0,0,1,0,0,0
40475,amazon,other,Solution Architect,93000,0.0,0.0,other,Male,1311,0.0,0,1,0,0,0,1,0,0,0,0
40476,other,L4,Product Designer,195000,5.0,2.0,Full Stack,Male,8816,506.0,1,0,0,0,0,1,0,0,0,0
40477,other,other,Software Engineer,150000,5.0,1.0,other,Other,10182,501.0,0,1,0,0,0,0,0,1,0,0
40479,other,other,Product Manager,182000,20.0,8.0,Technical,Male,4058,0.0,1,0,0,0,0,1,0,0,0,0
40480,other,other,other,138000,15.0,6.0,other,Female,11527,819.0,1,0,0,0,0,0,1,0,0,0
40481,other,L2,Software Engineer,165000,5.0,1.0,other,Male,8816,506.0,1,0,0,0,0,0,0,0,0,1
40482,other,L2,Software Engineer,178000,6.0,0.0,API Development (Back-End),Male,40303,511.0,0,1,0,0,0,0,1,0,0,0
40484,facebook,other,Software Engineer,280000,5.0,4.0,other,Male,7300,807.0,0,1,0,0,0,1,0,0,0,0
40486,other,other,Product Manager,150000,10.0,7.0,other,Male,10965,635.0,1,0,0,0,0,0,1,0,0,0
40487,other,other,Product Manager,159000,10.0,4.0,other,Female,8198,602.0,0,1,0,0,0,1,0,0,0,0
40488,microsoft,other,Data Scientist,163000,5.0,5.0,other,Male,11527,819.0,0,1,0,0,0,0,0,1,0,0
40489,other,other,Software Engineer,109000,2.0,1.0,other,Female,5906,0.0,0,1,0,0,0,0,1,0,0,0
40490,other,other,Software Engineer,130000,15.0,0.0,other,Female,10965,635.0,1,0,0,0,0,1,0,0,0,0
40491,other,other,Software Engineer,735000,14.0,4.0,DevOps,Male,7419,807.0,0,1,0,0,0,0,1,0,0,0
40492,other,other,Software Engineer,110000,7.0,0.0,DevOps,Male,11039,623.0,1,0,0,0,0,1,0,0,0,0
40494,other,L2,Software Engineer,161000,4.0,2.0,API Development (Back-End),Male,10522,820.0,0,0,0,1,0,0,1,0,0,0
40495,microsoft,other,Software Engineer,157000,4.0,3.0,Distributed Systems (Back-End),Male,11521,819.0,1,0,0,0,0,1,0,0,0,0
40496,other,other,Software Engineer,295000,5.0,1.0,Full Stack,Male,7419,807.0,0,1,0,0,0,0,1,0,0,0
40497,other,other,Software Engineer,102000,30.0,25.0,Full Stack,Male,10276,510.0,0,0,0,0,1,0,1,0,0,0
40499,other,other,Software Engineer,73000,16.0,1.0,other,Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
40500,other,other,Software Engineer,237000,4.0,1.0,API Development (Back-End),Female,7419,807.0,1,0,0,0,0,0,1,0,0,0
40502,other,other,Software Engineer,162000,0.0,0.0,Full Stack,Male,7419,807.0,0,1,0,0,0,1,0,0,0,0
40504,salesforce,other,Software Engineer,285000,12.0,1.0,API Development (Back-End),Male,7419,807.0,1,0,0,0,0,1,0,0,0,0
40506,intel,other,Software Engineer,164000,9.0,8.0,other,Male,4037,0.0,1,0,0,0,0,0,1,0,0,0
40507,other,other,Software Engineering Manager,57000,9.0,5.0,Distributed Systems (Back-End),Male,4422,0.0,1,0,0,0,0,0,1,0,0,0
40508,amazon,L5,other,135000,5.0,5.0,Technical,Female,11527,819.0,0,1,0,0,0,1,0,0,0,0
40509,other,other,Data Scientist,313000,21.0,2.0,other,Male,10182,501.0,0,0,1,0,0,1,0,0,0,0
40510,other,other,Software Engineer,29000,1.0,1.0,Full Stack,Female,16743,0.0,0,1,0,0,0,1,0,0,0,0
40514,ibm,other,Software Engineer,100000,0.0,0.0,other,Male,30610,506.0,0,1,0,0,0,0,1,0,0,0
40515,salesforce,other,Software Engineer,217000,5.0,1.0,DevOps,Male,11385,511.0,1,0,0,0,0,0,1,0,0,0
40516,other,other,Software Engineer,162000,5.0,3.0,DevOps,Female,10182,501.0,1,0,0,0,0,0,1,0,0,0
40518,other,L4,Software Engineer,220000,6.0,0.0,other,Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
40519,other,other,Data Scientist,517000,7.0,0.0,ML / AI,Male,11527,819.0,1,0,0,0,0,0,0,1,0,0
40520,other,other,Management Consultant,120000,11.0,6.0,other,Male,40303,511.0,0,1,0,0,0,0,1,0,0,0
40521,amazon,L4,Software Engineer,130000,5.0,5.0,other,Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
40522,other,other,Software Engineer,317000,13.0,2.0,other,Male,7419,807.0,0,0,0,0,1,0,1,0,0,0
40524,other,other,Solution Architect,259000,30.0,3.0,Distributed Systems (Back-End),Male,7839,524.0,0,1,0,0,0,0,1,0,0,0
40525,other,other,Software Engineer,100000,6.0,2.0,API Development (Back-End),Male,6924,670.0,1,0,0,0,0,1,0,0,0,0
40526,facebook,IC4,Software Engineer,240000,4.0,3.0,Web Development (Front-End),Male,7419,807.0,0,1,0,0,0,1,0,0,0,0
40529,other,other,Software Engineer,120000,8.0,3.0,API Development (Back-End),Male,10965,635.0,0,1,0,0,0,0,0,1,0,0
40530,facebook,other,Technical Program Manager,209000,10.0,4.0,other,Female,10182,501.0,0,1,0,0,0,0,1,0,0,0
40533,google,L5,Software Engineer,363000,6.0,6.0,Distributed Systems (Back-End),Female,7322,807.0,1,0,0,0,0,1,0,0,0,0
40535,other,other,Management Consultant,180000,7.0,3.0,other,Female,7548,751.0,0,1,0,0,0,0,1,0,0,0
